,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
8588,184,1,5609,4,1,6,56,3304,1,0,23,0,3,0,3,0
10157,219,1,41054,3,3,6,94,2912,1,0,33,0,4,1,4,0
4922,203,1,39064,1,4,7,60,2094,2,0,21,0,4,0,11,0
3546,256,1,24609,16,4,3,114,2598,1,0,28,0,3,0,11,0
10209,242,0,39433,1,3,0,70,5046,3,0,40,1,2,0,13,0
1353,255,1,33845,16,4,2,85,2307,1,1,23,1,2,1,5,1
8871,217,1,50232,5,4,14,62,3498,3,1,28,0,3,0,8,1
4025,234,1,19682,1,3,3,45,4143,1,0,16,0,1,0,12,1
7922,224,1,23006,27,3,6,76,4344,4,0,19,0,1,1,11,0
104,277,1,36400,1,2,3,100,5163,5,0,14,0,4,1,17,0
6808,342,1,21742,15,3,6,83,7986,1,0,21,0,4,1,10,1
8138,219,1,30002,10,3,10,68,3663,3,0,17,0,4,0,10,0
4221,263,1,10651,27,3,3,98,5867,3,1,25,0,4,0,15,1
4911,226,1,5648,1,3,7,81,2124,3,0,23,1,3,1,5,0
10938,286,0,43118,21,2,6,72,3034,7,0,31,0,2,1,15,0
4728,203,1,42731,1,3,3,92,2518,2,1,22,0,2,0,11,0
1098,300,1,39970,1,2,3,72,4069,3,1,18,0,3,0,8,0
84,255,1,40355,1,2,7,94,4325,1,0,15,0,3,0,5,0
3398,302,1,38340,28,3,10,65,10991,5,0,21,0,3,1,20,0
8901,269,1,42538,1,3,6,47,2911,1,0,35,0,1,0,12,0
7813,203,1,16490,24,3,14,78,2348,1,1,23,0,2,0,1,1
7614,219,1,18523,2,4,0,91,3490,2,0,14,0,3,0,5,1
6913,243,0,50586,1,5,0,111,7453,1,0,16,0,1,0,10,1
3767,212,1,27093,1,3,3,44,2755,3,1,23,0,4,1,6,0
6431,298,1,4944,3,3,5,52,6400,9,0,27,0,3,1,12,0
6739,226,1,32978,15,1,0,80,2175,0,1,26,0,1,1,6,0
9439,254,1,20566,1,3,6,70,4081,3,0,36,1,1,1,14,0
4935,182,1,24288,1,2,3,79,4631,10,0,26,0,1,0,8,1
896,232,1,37170,24,3,7,96,6812,1,0,19,0,2,0,10,0
9361,279,1,15003,8,3,0,72,11772,11,0,30,0,1,1,17,0
9315,216,1,49762,2,1,1,104,3097,1,0,23,0,2,1,9,1
6575,286,1,21882,1,4,0,57,10621,5,0,15,0,3,0,17,1
3464,256,1,50511,1,3,7,57,8671,2,0,21,0,2,0,14,0
8167,280,1,7602,18,4,0,88,7790,2,0,29,1,1,0,18,0
5903,168,1,13695,15,2,0,103,1237,1,0,22,0,4,0,0,0
5714,302,1,26290,12,3,3,55,4508,2,0,20,0,2,1,22,0
2185,247,1,28945,1,4,4,84,5488,1,1,13,0,1,1,6,0
391,300,1,19425,1,3,7,78,3448,6,0,22,1,2,1,20,0
3378,263,1,44703,16,3,3,80,7685,6,1,16,0,3,0,17,0
10342,342,1,52124,1,5,1,90,5505,5,1,38,1,3,1,16,0
331,202,1,7350,1,1,11,73,6349,0,1,13,0,4,1,6,0
7924,264,1,6374,1,4,0,79,3292,2,0,20,0,3,0,10,0
7407,271,1,39973,23,4,6,34,4022,3,1,23,0,3,1,4,0
11575,353,1,29764,26,2,0,110,8043,8,0,30,0,3,0,13,0
9054,261,1,28502,14,3,6,76,2488,6,1,25,0,3,1,13,1
10391,245,1,28989,1,1,0,85,3010,3,0,34,0,4,0,4,0
8371,194,1,13414,9,2,0,73,4404,3,0,17,0,1,0,6,1
5382,136,1,39390,1,3,3,109,1668,1,0,19,0,3,0,7,0
3883,346,1,34723,1,2,3,52,3482,8,0,19,0,3,0,13,0
4955,226,1,17583,27,5,11,110,5358,7,0,26,1,4,1,18,0
509,247,1,45360,1,3,3,3,7725,3,0,23,1,3,1,15,0
5023,256,1,29061,1,2,12,94,3786,0,0,25,0,3,1,7,0
8401,334,0,13413,1,5,1,88,4771,7,0,18,0,3,1,11,0
5245,264,1,18530,1,4,2,113,4378,1,0,27,0,2,0,6,0
11331,218,1,30360,5,3,6,98,8518,2,0,33,0,4,0,13,0
1256,285,1,20790,1,2,7,75,2468,4,0,14,0,2,1,9,0
6132,226,1,23285,15,3,0,71,2343,1,0,28,0,1,0,6,0
7646,144,1,8055,3,3,0,58,1426,1,0,19,0,3,0,0,1
8372,289,1,49460,5,2,14,96,3504,0,0,18,0,1,0,7,0
11277,393,0,18994,2,3,1,70,10644,4,0,22,0,2,0,15,0
7459,169,1,18697,15,3,6,68,2877,1,0,26,0,3,0,1,0
6394,260,0,37664,3,3,0,76,3359,1,1,18,0,1,0,10,1
7063,281,1,36406,3,2,0,82,6846,6,0,24,1,1,1,13,0
4050,264,1,3672,1,3,3,78,2121,3,1,20,0,4,1,6,1
7749,241,1,11518,1,2,0,103,2230,1,0,22,0,3,1,4,0
5801,286,1,49183,1,3,3,65,2915,6,0,21,0,1,0,27,0
11258,284,0,21300,7,3,1,95,4699,2,0,31,0,4,1,23,0
7318,177,0,22333,9,3,1,45,1797,1,0,27,0,1,1,1,1
6968,321,1,42358,2,3,6,72,4849,4,0,20,0,2,1,4,0
6413,310,0,20307,5,4,0,58,10478,5,1,28,1,3,1,20,0
5759,197,1,16915,1,2,3,97,2983,2,1,18,0,3,1,5,0
5937,270,1,39980,23,4,6,37,4023,3,1,26,0,3,1,4,0
4709,383,1,45602,1,3,7,97,5527,6,0,30,0,4,1,19,0
4966,399,1,12153,1,3,3,96,2500,4,0,26,0,4,0,20,0
10333,211,0,34831,8,3,0,58,8769,3,0,26,0,4,0,16,0
7530,238,1,4908,12,1,6,106,3940,8,1,29,1,3,1,7,0
5443,233,1,50611,1,5,3,112,7503,2,0,22,0,1,0,16,1
10433,239,1,15377,18,3,0,98,2696,2,0,20,0,3,0,13,0
10807,196,1,28389,8,3,0,81,4916,0,0,38,1,3,1,11,0
6566,315,1,9209,6,3,6,71,4728,2,1,16,0,3,0,20,0
10485,292,1,10200,21,3,0,82,3617,3,1,32,0,1,1,16,0
11044,253,1,36370,8,1,0,104,2397,0,0,35,0,4,0,11,0
3255,323,1,6520,10,4,3,48,2509,1,0,25,0,1,0,14,0
2963,159,1,13717,15,2,3,108,1289,1,0,23,0,4,0,0,0
6500,269,1,47017,27,1,6,57,2562,1,0,19,0,4,0,6,0
3684,279,1,39969,11,2,7,76,4828,7,0,25,0,1,0,22,1
2526,210,1,52360,1,3,2,92,2909,3,0,15,0,4,1,5,1
3613,250,1,41960,1,4,10,109,2855,4,1,18,0,2,0,11,0
10869,263,1,4280,2,4,6,105,4440,2,0,24,0,3,0,11,0
4593,377,1,11521,1,3,7,98,3731,4,0,23,0,4,1,9,0
364,277,1,32235,10,3,7,98,3452,6,0,20,1,2,1,17,0
1426,240,1,9345,29,4,3,49,2837,1,0,13,0,3,0,6,0
3677,309,1,19264,1,2,7,52,5062,7,0,18,0,2,0,11,0
1245,180,1,31395,10,3,7,59,2145,0,0,14,0,4,1,3,0
6363,275,1,18841,25,2,10,64,3685,4,0,23,0,4,0,9,0
827,210,1,27055,1,3,3,39,2703,1,1,14,0,4,1,3,0
6606,244,0,29866,1,1,0,108,4160,1,0,21,0,3,1,4,0
4720,234,1,3744,1,3,12,74,6468,4,0,17,0,4,0,15,0
1124,292,1,51170,1,3,7,38,8237,2,0,11,0,1,1,11,0
8370,362,1,16284,1,3,14,83,3423,7,0,17,0,3,1,17,0
6578,268,1,42673,18,3,6,90,4604,1,0,21,0,2,0,5,0
6138,394,1,29161,1,3,0,107,2728,1,0,17,0,2,0,1,0
9547,147,1,10086,5,2,0,95,1115,3,0,22,0,4,0,6,0
5255,301,1,31607,26,2,7,105,4480,5,1,17,0,4,1,24,0
5966,185,1,18940,2,1,14,72,2329,3,0,25,0,3,1,3,0
8644,315,1,15652,5,3,0,89,6880,3,0,16,0,1,0,11,0
8348,200,1,23917,2,1,6,48,3909,0,0,16,0,4,0,5,0
6454,263,1,6377,1,4,0,82,3284,2,0,20,0,3,0,10,0
9239,239,1,49041,3,3,0,64,2149,6,0,31,0,3,1,13,0
6686,397,1,34800,7,4,0,95,10456,7,0,27,0,4,0,18,0
5306,234,1,37219,24,3,7,108,6864,1,0,23,0,2,0,13,0
7863,158,1,47675,10,1,6,41,1017,1,1,20,0,4,0,1,1
3325,226,1,16282,1,3,2,45,2338,10,1,30,1,3,0,7,1
11106,304,1,15419,9,3,0,86,6844,11,0,26,0,3,0,14,0
7746,333,1,51560,8,4,10,82,4525,4,1,22,0,4,0,8,0
7806,245,1,24083,7,3,0,55,11569,9,0,29,1,3,1,10,0
9584,218,1,40096,10,1,6,86,1108,3,0,36,1,2,0,10,0
10417,151,1,18536,22,1,1,60,1732,2,1,36,0,4,0,4,1
7419,277,1,11142,9,3,6,86,3394,0,1,20,0,1,1,2,1
4514,278,1,36441,1,2,3,112,5203,7,0,20,0,4,1,24,0
7051,303,1,46527,7,3,0,82,2172,3,1,18,0,2,0,10,1
6262,203,0,20131,3,1,14,82,3106,0,0,27,1,3,0,7,1
10496,178,1,39809,5,3,0,80,2375,3,1,38,0,1,1,9,0
11381,258,1,20169,25,3,0,60,4372,3,0,34,0,4,0,10,0
4506,181,1,47405,1,2,10,41,5042,1,0,29,1,1,1,7,0
11202,202,1,20449,4,2,0,68,2938,3,1,30,1,2,0,17,0
8638,266,1,41303,2,2,6,93,5772,2,0,20,0,3,1,15,0
9667,264,0,23462,1,3,6,113,5406,2,0,33,1,3,0,18,0
4559,143,1,41373,1,1,7,85,1533,2,0,26,0,4,0,6,0
52,330,1,52080,1,5,11,75,5454,5,1,21,1,3,1,9,0
2149,232,1,41580,20,2,11,45,6932,1,0,13,0,4,1,9,0
3652,250,1,16180,13,1,3,62,3508,3,0,28,0,1,0,12,0
8994,344,1,44424,4,2,0,48,5066,5,1,21,0,1,1,10,0
3236,137,1,8081,1,3,3,61,1475,1,0,18,0,3,0,9,1
7135,255,1,7389,16,3,0,77,8569,2,1,27,1,3,0,11,1
8339,282,1,50368,4,1,0,61,3007,7,1,26,0,4,0,8,0
8355,222,1,11627,17,3,10,55,7995,1,0,16,0,1,0,10,0
5499,280,1,23622,13,3,7,53,4326,2,0,21,0,1,0,11,0
6092,211,0,43476,20,3,0,95,9986,1,0,22,0,4,0,7,0
5615,241,1,44097,1,4,3,107,1433,2,0,17,0,1,0,4,1
5802,264,1,42883,1,4,3,67,5262,2,1,14,0,4,0,17,0
10893,351,1,8875,2,3,0,109,2325,2,0,24,0,4,0,4,0
4325,256,1,43406,13,4,7,47,8673,1,0,24,0,3,1,17,0
7191,141,1,50096,14,3,6,44,1525,1,0,20,0,3,0,0,0
5104,249,1,37459,1,3,3,47,6999,2,0,21,0,1,0,14,0
10028,262,1,40549,5,2,6,71,4041,2,0,36,0,3,1,21,0
7178,357,1,9142,21,2,6,69,8933,4,0,30,1,4,1,13,1
5456,331,1,51375,20,3,3,56,3473,3,0,23,0,3,0,10,0
6339,311,1,17826,2,4,10,71,6823,2,1,29,0,1,0,10,0
10199,216,0,46848,22,3,5,68,2919,2,0,28,0,1,0,8,1
6541,334,1,6207,8,3,0,58,4768,4,0,26,1,3,1,4,0
8045,281,1,21878,1,4,0,56,10616,5,0,18,0,3,0,17,1
4747,219,1,25878,1,5,10,38,4023,1,0,29,0,3,0,11,0
1341,232,1,10885,20,3,3,89,4197,1,0,11,0,1,1,10,0
7747,197,1,31195,4,2,0,105,4499,1,1,17,0,2,0,5,0
5028,189,1,6332,1,1,7,70,3468,9,0,24,0,3,0,15,0
6813,213,1,22410,1,3,14,89,2086,2,0,14,0,2,0,5,0
10829,385,1,11105,8,4,1,75,3936,7,0,21,0,4,1,11,0
11360,216,0,16391,7,3,0,73,4965,1,0,22,0,4,0,8,0
10165,269,1,7701,16,2,10,61,4839,2,1,23,0,4,0,6,0
7765,259,0,10367,6,2,1,41,2363,0,0,22,0,4,1,3,1
6109,227,1,31364,18,1,6,98,2395,1,1,18,0,3,0,4,1
11563,173,1,45345,8,1,6,94,2461,3,1,32,0,3,0,6,1
7526,251,1,4700,2,3,0,96,2506,0,0,23,0,1,0,4,0
6716,228,1,14285,23,1,0,50,7346,1,0,22,0,1,1,11,1
9348,387,0,19719,8,2,14,71,6858,4,1,28,0,1,1,22,1
6400,372,1,28607,2,1,1,61,8129,3,0,15,0,4,0,12,0
7692,241,1,43127,7,4,6,49,7148,1,1,25,0,3,0,11,0
5763,256,1,33895,16,4,2,93,2350,3,1,26,1,2,1,12,1
8691,244,1,10888,20,3,0,97,4209,1,0,23,0,1,1,10,0
7316,164,1,17543,5,1,6,65,2388,1,1,14,0,4,0,2,0
10659,239,1,14336,9,4,0,64,2712,2,1,25,0,4,0,6,0
4059,286,1,43623,14,3,3,85,9979,2,0,21,0,4,1,17,0
4173,227,1,27789,16,1,3,43,2904,2,0,23,0,2,1,11,0
10657,387,1,36661,10,3,14,124,10550,6,0,38,0,4,0,29,0
11172,281,1,12743,1,3,14,92,10307,2,1,35,1,3,1,20,0
8367,212,1,48201,11,1,0,100,2102,0,0,19,0,2,0,6,0
11694,325,1,11777,23,2,0,56,4399,1,0,27,0,4,0,21,0
7179,310,1,41801,1,3,0,56,6523,4,0,22,0,4,1,12,0
6633,298,0,33087,22,3,6,85,10889,1,1,21,0,3,0,21,0
6620,270,1,28076,10,3,10,48,3923,1,0,25,1,1,1,3,0
3923,257,1,14174,1,4,2,110,6743,3,0,17,0,4,0,23,0
8617,266,1,48128,10,3,0,96,4012,1,1,20,0,3,1,15,0
9422,231,1,33168,2,3,6,71,6935,7,1,40,1,2,0,20,0
9036,236,0,11738,26,4,1,69,6749,7,0,30,0,3,0,15,1
3545,286,1,16534,12,3,3,54,6339,4,0,19,0,3,1,23,0
11017,147,1,10098,5,2,0,91,1119,1,0,32,0,4,0,3,0
10852,255,1,18506,1,4,10,78,2744,3,1,34,0,3,0,16,1
1848,255,1,47670,19,3,11,67,5304,8,1,13,0,2,0,9,1
10542,225,1,23326,15,3,0,83,2400,2,0,32,0,1,0,11,0
19,285,1,12985,1,3,3,45,3944,5,1,11,0,3,0,6,0
8934,269,1,36128,6,4,0,57,4552,7,0,33,0,3,1,20,0
617,330,1,21875,1,3,7,50,5933,9,0,12,0,4,0,10,0
188,255,1,37415,1,1,3,45,9547,1,0,17,0,3,0,10,0
6338,304,1,38294,28,3,10,66,10940,3,0,22,0,3,1,20,0
5503,316,1,10110,1,3,3,53,10169,2,1,24,0,3,1,27,0
6231,245,1,37176,2,3,6,84,2377,1,0,16,0,3,1,8,0
1469,255,1,21980,1,3,7,82,4404,2,0,12,0,1,0,6,0
7707,164,0,26467,1,1,14,107,2185,1,1,20,0,3,0,3,1
9289,249,1,51626,11,4,10,84,4767,8,0,33,0,4,0,12,1
875,330,1,7000,29,4,10,32,4541,1,0,25,1,2,0,20,0
10508,351,1,36861,6,3,6,82,8937,8,0,27,0,4,0,25,0
4607,317,1,32449,21,2,7,47,5318,4,0,19,0,2,1,15,0
5469,263,1,23141,1,1,3,85,2449,3,0,22,0,1,1,5,0
10100,284,1,43402,8,2,10,98,4139,4,0,22,0,3,0,24,0
1196,307,1,42210,23,2,3,80,7082,3,1,16,0,4,0,21,0
2039,270,1,50190,1,4,3,76,7587,1,0,15,0,2,0,10,0
825,217,1,25130,1,1,7,79,5056,1,1,15,0,3,1,10,0
2627,262,1,7280,1,4,3,52,4148,1,0,12,0,4,1,15,0
10940,329,0,14805,1,3,0,44,5616,5,0,34,0,2,1,22,0
1365,217,1,26110,24,3,2,45,1091,1,0,17,0,4,0,1,1
731,150,1,38395,11,3,7,98,2600,1,1,15,0,1,0,1,1
3490,173,1,22799,1,1,7,50,2557,2,0,21,0,4,1,10,0
432,255,1,45605,1,4,3,62,2768,3,0,12,0,3,1,14,0
1006,367,1,51625,28,2,3,97,4284,3,0,20,1,1,0,20,1
4460,361,1,21941,1,2,3,105,5441,10,1,23,0,4,0,29,1
10202,239,1,34216,3,2,6,68,3115,3,1,20,0,4,1,11,0
6545,362,1,50902,2,4,0,75,3305,1,1,30,0,1,0,3,0
3752,324,1,37916,27,3,3,92,10880,9,0,17,0,3,1,19,0
7770,226,1,34522,3,4,6,104,11943,1,0,25,0,3,0,10,0
10607,402,1,25362,8,4,6,103,5000,3,0,23,0,1,0,16,1
8886,276,0,41875,11,3,0,106,6551,2,0,24,0,3,0,7,0
1637,225,1,46865,1,3,3,41,9419,2,0,12,0,3,1,12,0
10436,230,1,50006,2,1,6,47,2773,0,0,31,0,4,0,12,0
1757,285,1,24080,23,4,3,82,5745,9,0,14,0,2,1,10,0
7128,215,1,36899,8,3,6,76,3451,1,0,21,0,3,0,6,0
5815,234,1,24443,10,3,7,49,11090,4,0,30,1,3,1,19,0
4697,286,1,24116,23,4,3,96,5797,9,0,24,0,2,1,19,0
3945,218,1,11668,17,3,10,65,8037,1,0,25,0,1,0,16,0
3083,226,1,15365,18,3,3,84,2692,1,0,17,0,3,0,6,0
6523,322,1,44283,3,3,0,105,5238,2,1,25,0,2,1,17,0
3404,279,1,27999,1,3,2,72,7536,5,0,20,0,4,0,17,0
6928,262,1,46414,3,3,10,93,4770,3,0,21,0,4,0,15,0
7272,275,1,42845,7,4,0,62,5214,1,1,19,0,4,0,10,0
3044,278,1,36431,1,2,3,109,5213,7,0,26,0,4,1,21,0
8699,206,1,16880,1,2,0,95,2938,1,1,17,0,3,1,1,0
11631,246,1,10931,20,3,0,106,4249,1,0,22,0,1,1,13,0
5266,152,1,28210,1,3,3,95,3085,2,0,18,0,1,0,6,0
9028,304,1,40339,9,5,0,75,4935,11,0,27,0,4,1,8,0
9086,241,1,51253,23,3,6,87,5643,0,0,33,1,2,1,18,0
9203,175,1,8899,11,3,6,56,2309,1,0,29,0,4,1,2,0
8135,303,1,52229,20,4,14,73,10333,4,0,30,1,4,1,14,0
3082,286,1,12786,1,5,2,40,4361,4,1,30,1,2,0,24,0
11280,261,0,38934,5,1,0,81,10059,6,0,20,0,1,0,13,0
6795,162,0,8791,10,2,0,52,2628,1,0,30,1,3,0,2,1
8948,176,1,20851,2,1,14,116,2572,0,0,38,0,3,1,12,0
10722,263,1,45651,2,4,0,78,2829,5,0,34,0,3,1,23,0
757,255,1,7560,1,4,11,75,9725,0,0,11,0,4,1,16,0
5961,274,1,42501,1,3,6,35,2863,1,0,22,0,1,0,6,0
1782,232,1,6720,1,4,3,32,2695,0,1,18,0,2,1,3,0
9332,216,1,39084,3,4,6,74,2104,1,0,24,0,4,0,7,0
8874,203,1,50541,23,3,1,66,4217,9,1,33,0,3,1,8,0
10846,408,1,12158,6,3,0,107,2507,4,0,35,0,4,0,20,0
7498,318,1,32658,9,4,0,97,2242,2,0,28,1,4,1,7,0
7866,181,1,30987,4,3,6,61,2823,2,0,26,0,1,1,5,0
7493,229,1,15335,18,3,0,78,2640,1,0,23,0,3,0,5,0
7011,265,0,22863,10,4,14,96,5071,1,0,26,0,2,1,8,0
1293,322,1,12005,1,3,3,52,2438,4,0,13,0,3,0,7,0
8684,214,0,39588,15,3,0,80,4785,0,0,28,0,4,1,8,0
206,165,1,39760,1,3,3,60,2328,1,1,16,0,1,1,4,0
6429,264,1,33955,8,2,6,104,6147,3,0,19,0,4,0,10,0
7883,303,0,20312,5,4,0,51,10483,5,1,32,1,3,1,20,0
7986,269,0,4560,25,4,0,101,2031,1,1,25,0,1,1,10,1
4751,287,1,12042,15,2,3,104,11554,0,1,18,0,2,1,17,0
3096,384,1,40962,1,4,7,39,6186,2,0,27,0,3,0,15,0
3222,219,1,15514,1,2,3,57,4611,1,0,25,0,1,0,17,0
1516,255,1,37275,23,4,11,72,4568,0,0,20,1,3,0,10,0
7330,275,1,40120,26,4,0,38,8844,1,1,26,0,3,0,9,0
9302,237,1,47820,13,4,6,67,4280,4,0,25,0,3,0,12,1
4067,174,1,34244,10,3,2,55,2117,3,0,26,0,4,1,5,0
8009,221,1,28747,5,4,6,109,4916,1,0,20,0,2,0,4,0
4023,301,1,23706,1,4,3,95,2059,5,0,24,0,2,0,19,1
10397,195,1,8452,5,3,1,63,5802,1,1,24,0,4,0,10,1
4349,302,1,24267,11,3,2,80,6375,1,0,20,0,1,1,14,0
8394,374,1,52336,5,4,14,102,6659,2,0,23,0,2,1,20,0
10641,246,1,37209,2,3,6,92,2433,2,0,31,0,3,1,12,0
7641,278,1,17719,3,3,14,41,4497,4,0,23,0,4,0,10,0
4918,264,1,35626,1,4,3,87,6688,1,0,19,0,2,0,22,0
6290,232,1,11100,2,3,0,54,6100,2,0,27,1,3,0,11,0
10678,326,1,7073,1,4,0,106,2626,5,0,37,0,2,1,16,0
6719,325,1,22648,4,4,1,49,5165,7,0,20,0,4,0,9,0
4330,211,1,49182,17,3,2,39,2424,5,0,22,0,1,1,10,1
9139,246,1,20617,8,2,14,78,5295,2,1,25,0,4,0,19,0
7355,247,0,35184,2,2,0,83,3073,0,0,24,0,3,0,8,0
260,240,1,45885,1,3,3,100,2794,1,0,20,1,3,0,5,0
9553,205,1,37362,2,2,6,56,5519,2,0,27,0,2,0,10,0
9213,265,1,48392,4,4,1,95,6588,10,0,24,0,1,1,13,0
10300,271,1,28357,16,3,6,102,2481,0,0,21,0,3,1,13,0
11348,265,1,27699,24,4,6,50,4664,2,1,35,1,3,0,22,1
7953,343,1,8828,2,3,0,101,2278,1,0,22,0,4,0,1,0
967,300,1,11515,1,4,3,88,2387,3,0,22,1,3,1,7,0
6823,349,1,34690,1,2,0,48,3431,6,0,21,0,3,0,10,0
6344,289,1,27974,1,3,14,64,7500,4,0,24,0,4,0,12,0
4062,219,1,47981,1,1,7,98,4778,2,1,25,0,4,0,17,0
6114,252,1,28459,14,3,6,69,2444,5,1,17,0,3,1,8,1
9179,284,0,18986,3,4,6,63,9758,5,0,23,0,1,1,22,0
465,345,1,36190,18,1,7,86,10527,5,0,11,0,4,0,28,0
8048,270,1,42676,18,3,6,90,4605,1,0,22,0,2,0,5,0
8087,318,1,19225,7,2,6,47,5006,6,0,24,0,2,0,8,0
185,247,1,32585,14,3,7,72,2756,1,0,13,0,4,1,8,0
6068,263,0,37422,2,1,0,49,9555,1,0,27,0,3,0,10,0
9864,375,1,52376,5,4,14,117,6710,2,0,26,0,2,1,26,0
8441,254,1,20132,25,3,0,56,4327,1,0,18,0,4,0,5,0
10687,194,1,31236,4,2,0,123,4549,3,1,23,0,2,0,12,0
4919,248,1,45405,1,3,3,38,7779,3,0,27,1,3,1,20,0
8732,245,1,34171,3,2,6,56,3075,1,1,19,0,4,1,4,0
7214,215,0,39596,15,3,0,86,4784,0,0,25,0,4,1,8,0
5860,264,1,40160,26,4,3,37,8891,2,1,20,0,3,0,14,0
8659,199,1,20024,10,3,6,57,4688,1,0,24,0,1,0,5,0
5572,264,1,25833,10,3,7,66,10358,10,0,29,0,3,0,20,1
7100,282,1,18561,2,4,0,57,4507,3,0,21,0,3,0,17,0
6273,261,1,48347,4,4,1,76,6545,9,0,20,0,1,1,6,0
11145,285,1,34237,1,3,0,72,6544,1,0,33,0,2,1,19,0
1409,300,1,24220,11,3,2,73,6323,1,0,11,0,1,1,10,0
10626,223,1,11174,8,4,10,87,2182,3,1,27,0,4,0,10,1
6038,310,1,22062,4,4,1,71,10865,7,0,20,0,1,1,15,0
5519,226,1,45118,29,4,2,46,9297,3,0,22,0,2,1,15,0
3019,346,1,33109,1,2,7,86,5072,8,1,27,1,4,1,21,0
10960,211,1,21672,4,3,0,95,2387,3,0,27,0,3,0,3,0
8734,261,1,32799,1,3,1,43,9894,1,0,26,1,1,0,14,0
7518,291,1,24579,1,4,0,65,8697,4,0,27,1,3,0,12,0
6086,173,1,39763,5,3,0,71,2334,1,1,21,0,1,1,4,0
11137,267,0,23466,1,3,6,113,5405,0,0,32,1,3,0,16,0
1035,232,1,48930,1,2,7,96,2109,9,0,18,0,4,0,8,0
10411,262,1,26304,22,2,1,112,6205,0,0,24,0,1,1,17,0
6453,206,1,40122,8,3,14,47,5336,6,0,26,0,3,0,6,1
7504,243,0,33856,8,3,1,54,9005,1,0,20,0,4,0,9,0
7637,289,1,24089,23,4,0,93,5748,9,0,19,0,2,1,10,0
11023,206,1,37353,2,2,6,54,5518,1,0,32,0,2,0,15,0
11437,381,1,25314,25,4,0,95,3277,2,0,31,0,4,1,13,0
1759,210,1,39095,1,2,3,66,3310,1,0,21,1,4,0,5,0
11078,218,1,30034,10,3,10,77,3717,5,0,26,0,4,0,16,0
8653,361,1,35045,4,3,0,97,10340,8,1,18,0,3,1,28,0
5101,301,1,51464,1,4,7,40,3659,9,1,18,0,4,1,8,0
7514,213,1,50754,3,3,6,82,2572,1,1,23,0,4,1,1,0
7078,259,1,18555,16,3,0,40,5374,1,1,29,1,3,1,7,0
10040,277,1,18597,2,4,0,67,4553,3,0,29,0,3,0,23,0
4932,279,1,42913,10,2,3,88,4729,3,0,22,0,1,0,11,0
8246,240,1,37174,24,3,6,104,6817,1,0,25,0,2,0,10,0
7344,202,1,40854,5,3,10,35,2973,0,0,30,0,4,0,5,0
9470,328,0,14823,1,3,0,46,5619,6,0,25,0,2,1,19,0
9731,201,0,21011,24,1,0,84,1177,2,1,30,0,4,0,6,1
10311,278,1,42682,9,4,0,102,3467,9,0,30,1,2,0,14,1
8267,263,1,4595,2,3,1,97,4550,0,1,15,0,4,0,4,0
10158,236,1,33118,9,3,6,111,1151,3,0,28,0,3,0,5,1
3310,159,1,5504,12,3,3,100,2768,2,0,26,0,4,0,5,1
10371,269,1,42534,1,3,6,53,2911,3,0,36,0,1,0,9,0
7416,282,0,41836,11,3,0,99,6511,1,0,22,0,3,0,6,0
1350,202,1,17885,1,2,7,89,6500,0,0,14,0,2,0,9,0
7969,256,1,20516,1,3,6,60,4049,1,0,34,1,1,1,9,0
7248,259,0,25728,22,4,10,92,5751,1,1,27,0,2,0,16,0
11019,272,1,20446,25,4,6,70,10451,3,1,21,0,3,1,18,0
554,202,1,34125,1,3,7,55,6811,8,0,19,0,1,0,9,0
8368,274,1,6029,4,4,0,42,5818,1,0,20,0,3,0,10,0
8746,407,1,40887,24,4,0,74,10451,6,1,18,0,2,0,15,1
10629,216,1,39599,8,4,1,78,6263,3,0,34,0,1,1,13,0
10747,144,0,45753,5,3,1,87,1933,3,1,31,0,4,0,7,1
7275,240,0,26395,26,4,1,72,5622,1,1,14,0,3,0,10,1
4263,212,1,9836,1,2,3,55,2758,2,0,23,0,2,1,10,0
11354,236,1,11604,1,3,0,67,2136,1,0,38,1,1,1,11,0
2716,225,1,21000,1,3,12,66,2180,6,0,11,0,3,1,6,1
8984,217,1,50787,3,3,6,102,2613,1,1,28,0,4,1,8,0
2421,307,1,8960,10,2,7,40,6151,1,0,13,0,1,0,19,0
4830,219,1,34546,1,4,7,103,11977,1,0,28,0,3,0,14,0
4268,203,1,25519,23,1,7,45,3584,1,0,24,1,4,1,16,0
1192,367,1,16240,16,3,7,74,2587,4,1,16,0,2,1,17,0
5430,354,1,16318,1,3,2,87,3471,9,0,19,0,3,1,23,0
11318,321,1,44951,5,5,6,111,2185,3,1,35,0,1,0,9,0
7609,242,0,10753,29,2,6,80,3491,0,0,22,0,2,0,6,1
5408,196,1,23938,1,1,7,42,3951,0,0,21,0,4,0,11,0
8072,294,0,48692,10,1,6,78,2693,0,0,27,0,2,1,3,0
10164,287,1,27448,7,4,6,98,4339,6,1,38,1,3,1,22,0
1125,217,1,34825,1,1,3,87,8853,1,0,19,0,4,1,6,0
